     Count            Initial values               Iteration-1               Iteration-2          Iteration-100000          Iteration-300000          Iteration-500001 
        33  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        34  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        35  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        36  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        37  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        38  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        39  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        40  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        41  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        42  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        43  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        44  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        45  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        46  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        47  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        48  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        49  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        50  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        51  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        52  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        53  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        54  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        55  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        56  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        57  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        58  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        59  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        60  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        61  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        62  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        63  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        64  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        65  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        66  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        67  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        68  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        69  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        70  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        71  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        72  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        73  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        74  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        75  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        76  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        77  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        78  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        79  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        80  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        81  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        82  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        83  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        84  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00  0.000000000000000000e+00 
        85  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        86  1.500000000000000000e+03  1.500000000000000000e+03  1.500019794248098833e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        87  1.500000000000000000e+03  1.500000000000000000e+03  1.500041790721739972e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        88  1.500000000000000000e+03  1.500000000000000000e+03  1.500065432402840543e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        89  1.500000000000000000e+03  1.500000000000000000e+03  1.500089838820600562e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        90  1.500000000000000000e+03  1.500000000000000000e+03  1.500114195408100159e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        91  1.500000000000000000e+03  1.500000000000000000e+03  1.500138072958499151e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        92  1.500000000000000000e+03  1.500000000000000000e+03  1.500161615592854332e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        93  1.500000000000000000e+03  1.500000000000000000e+03  1.500185555933880778e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        94  1.500000000000000000e+03  1.500000000000000000e+03  1.500211030255548621e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        95  1.500000000000000000e+03  1.500000000000000000e+03  1.500239251516883087e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        96  1.500000000000000000e+03  1.500000000000000000e+03  1.500271169418200998e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        97  1.500000000000000000e+03  1.500000000000000000e+03  1.500307244769629051e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        98  1.500000000000000000e+03  1.500000000000000000e+03  1.500347394521865226e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
        99  1.500000000000000000e+03  1.500000000000000000e+03  1.500391102451565757e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       100  1.500000000000000000e+03  1.500000000000000000e+03  1.500437635246898708e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       101  1.500000000000000000e+03  1.500000000000000000e+03  1.500486264426710477e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       102  1.500000000000000000e+03  1.500000000000000000e+03  1.500536435992062707e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       103  1.500000000000000000e+03  1.500000000000000000e+03  1.500587863013257220e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       104  1.500000000000000000e+03  1.500000000000000000e+03  1.500640526764807873e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       105  1.500000000000000000e+03  1.500000000000000000e+03  1.500694625208972184e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       106  1.500000000000000000e+03  1.500000000000000000e+03  1.500750491219310561e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       107  1.500000000000000000e+03  1.500000000000000000e+03  1.500808421969122264e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       108  1.500000000000000000e+03  1.500000000000000000e+03  1.500868421053344719e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       109  1.500000000000000000e+03  1.500000000000000000e+03  1.500929980324080361e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       110  1.500000000000000000e+03  1.500000000000000000e+03  1.500992011808863026e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       111  1.500000000000000000e+03  1.500000000000000000e+03  1.501052972465195808e+03  1.500318215181253663e+03  1.500318215122333413e+03  1.500318215063491834e+03 
       112  1.500000000000000000e+03  1.500000000000000000e+03  1.501111191278004981e+03  1.504345816180248676e+03  1.504345816563230301e+03  1.504345816945700562e+03 
       113  1.500000000000000000e+03  1.500000000000000000e+03  1.501165364576490447e+03  1.510949480005680016e+03  1.510949480918943891e+03  1.510949481830988361e+03 
       114  1.500000000000000000e+03  1.500000000000000000e+03  1.501215196963355766e+03  1.520066188228735882e+03  1.520066189760662382e+03  1.520066191290543429e+03 
       115  1.500000000000000000e+03  1.500000000000000000e+03  1.501262253483226687e+03  1.530189014426382755e+03  1.530189016518051631e+03  1.530189018606927675e+03 
       116  1.500000000000000000e+03  1.500000000000000000e+03  1.501311189932035859e+03  1.536147529406330023e+03  1.536147531733679898e+03  1.536147534057922257e+03 
       117  1.500000000000000000e+03  1.500000000000000000e+03  1.501371497891598892e+03  1.528374681248912793e+03  1.528374683163820919e+03  1.528374685076172227e+03 
       118  1.500000000000000000e+03  1.500000000000000000e+03  1.501459598155567392e+03  1.501206927394195645e+03  1.501206927629876645e+03  1.501206927865242960e+03 
       119  1.500000000000000000e+03  1.500000000000000000e+03  1.501600863690156302e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       120  1.500000000000000000e+03  1.500000000000000000e+03  1.501831159654947214e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       121  1.500000000000000000e+03  1.500000000000000000e+03  1.502197366840370250e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       122  1.500000000000000000e+03  1.500000000000000000e+03  1.502756199572107789e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       123  1.500000000000000000e+03  1.500000000000000000e+03  1.503570956303344246e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       124  1.500000000000000000e+03  1.500000000000000000e+03  1.504706337214162886e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       125  1.500000000000000000e+03  1.500000000000000000e+03  1.506221368747591896e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       126  1.500000000000000000e+03  1.500000000000000000e+03  1.508160626187289154e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       127  1.500000000000000000e+03  1.500000000000000000e+03  1.510546198035988482e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       128  1.500000000000000000e+03  1.500000000000000000e+03  1.513374975863739110e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       129  1.500000000000000000e+03  1.500000000000000000e+03  1.516623214829824065e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       130  1.500000000000000000e+03  1.500000000000000000e+03  1.520255242722225830e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       131  1.500000000000000000e+03  1.500000000000000000e+03  1.524231882532249074e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       132  1.500000000000000000e+03  1.500000000000000000e+03  1.528516310947434022e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       133  1.500000000000000000e+03  1.500000000000000000e+03  1.533077122181261302e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       134  1.500000000000000000e+03  1.500000000000000000e+03  1.537889302778687352e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       135  1.500000000000000000e+03  1.500000000000000000e+03  1.542933989918419456e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       136  1.500000000000000000e+03  1.500000000000000000e+03  1.548197678601336975e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       137  1.500000000000000000e+03  1.500000000000000000e+03  1.553671228630071482e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       138  1.500000000000000000e+03  1.500000000000000000e+03  1.559348799747781186e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       139  1.500000000000000000e+03  1.500000000000000000e+03  1.565226868185457988e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       140  1.500000000000000000e+03  1.500000000000000000e+03  1.571303467265460085e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       141  1.500000000000000000e+03  1.500000000000000000e+03  1.577577610713098238e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       142  1.500000000000000000e+03  1.500000000000000000e+03  1.584048823685406660e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       143  1.500000000000000000e+03  1.500000000000000000e+03  1.590716811545456721e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       144  1.500000000000000000e+03  1.500000000000000000e+03  1.597581299121912025e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       145  1.500000000000000000e+03  1.500000000000000000e+03  1.604642002374600224e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       146  1.500000000000000000e+03  1.500000000000000000e+03  1.611898643648363759e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       147  1.500000000000000000e+03  1.500000000000000000e+03  1.619350934963867985e+03  1.500000000000000000e+03  1.500000000000000000e+03  1.500000000000000000e+03 
       148  1.500000000000000000e+03  1.500000000000000000e+03  1.626998535842231377e+03  1.555187712374124203e+03  1.555187706511559327e+03  1.555187700656822244e+03 
       149  1.500000000000000000e+03  1.500000000000000000e+03  1.634841082236469219e+03  1.650579345196742906e+03  1.650579353740179158e+03  1.650579362272208073e+03 
       150  1.500000000000000000e+03  1.500000000000000000e+03  1.642878331372367029e+03  1.729301944492385928e+03  1.729301964790412057e+03  1.729301985061335927e+03 
       151  1.500000000000000000e+03  1.500000000000000000e+03  1.651110282207674800e+03  1.787152848987172774e+03  1.787152878358917405e+03  1.787152907691444398e+03 
       152  1.500000000000000000e+03  1.500000000000000000e+03  1.659537130497882117e+03  1.823571938367099847e+03  1.823571974043311229e+03  1.823572009671887145e+03 
       153  1.500000000000000000e+03  1.500000000000000000e+03  1.668159104170870933e+03  1.840096493086276041e+03  1.840096532356622674e+03  1.840096571574534892e+03 
       154  1.500000000000000000e+03  1.500000000000000000e+03  1.676976296991508434e+03  1.839792209515223703e+03  1.839792249905055087e+03  1.839792290240957300e+03 
       155  1.500000000000000000e+03  1.500000000000000000e+03  1.685988582505896602e+03  1.826829197783252312e+03  1.826829237083059070e+03  1.826829276330392076e+03 
       156  1.500000000000000000e+03  1.500000000000000000e+03  1.695195602921969339e+03  1.806063989220499025e+03  1.806064025662673657e+03  1.806064062056190096e+03 
       157  1.500000000000000000e+03  1.500000000000000000e+03  1.704596735106313645e+03  1.782672594160035487e+03  1.782672626448332494e+03  1.782672658693517633e+03 
       158  1.500000000000000000e+03  1.500000000000000000e+03  1.714191009192572210e+03  1.761860228966377008e+03  1.761860256364293264e+03  1.761860283725627369e+03 
       159  1.500000000000000000e+03  1.500000000000000000e+03  1.723977088253250486e+03  1.748606046241889544e+03  1.748606068602124424e+03  1.748606090932503548e+03 
       160  1.500000000000000000e+03  1.500000000000000000e+03  1.733953403274229913e+03  1.747420098054094524e+03  1.747420115700709403e+03  1.747420133323762229e+03 
       161  1.500000000000000000e+03  1.500000000000000000e+03  1.744118412934033358e+03  1.762175498348516612e+03  1.762175512106394990e+03  1.762175525845903621e+03 
       162  1.500000000000000000e+03  1.500000000000000000e+03  1.754470813993929369e+03  1.795810478963069954e+03  1.795810489922236457e+03  1.795810500866770099e+03 
       163  1.500000000000000000e+03  1.500000000000000000e+03  1.765009530185579251e+03  1.848626412648097357e+03  1.848626422075337359e+03  1.848626431489989955e+03 
       164  1.500000000000000000e+03  1.500000000000000000e+03  1.775733535257666290e+03  1.915034998471934614e+03  1.915035007634033491e+03  1.915035016783898982e+03 
       165  1.500000000000000000e+03  1.500000000000000000e+03  1.786641720117114346e+03  1.984357197821608906e+03  1.984357207896971659e+03  1.984357217958881620e+03 
       166  1.500000000000000000e+03  1.500000000000000000e+03  1.797732958503824648e+03  2.045087932763943854e+03  2.045087944636374232e+03  2.045087956492952344e+03 
       167  1.500000000000000000e+03  1.500000000000000000e+03  1.809006405504885151e+03  2.087250969756581981e+03  2.087250983956362234e+03  2.087250998137182705e+03 
       168  1.500000000000000000e+03  1.500000000000000000e+03  1.820461849319735620e+03  2.103179227378521318e+03  2.103179244052952072e+03  2.103179260705118850e+03 
       169  1.500000000000000000e+03  1.500000000000000000e+03  1.832099806147646632e+03  2.088103802087370241e+03  2.088103820941850245e+03  2.088103839771155435e+03 
       170  1.500000000000000000e+03  1.500000000000000000e+03  1.843921269863680891e+03  2.040762668271248913e+03  2.040762688510354792e+03  2.040762708722437083e+03 
       171  1.500000000000000000e+03  1.500000000000000000e+03  1.855927328814523889e+03  2.136986716696962048e+03  2.136986737319049553e+03  2.136986757913602105e+03 
       172  1.500000000000000000e+03  1.500000000000000000e+03  1.868118861570394301e+03  2.445024515334263924e+03  2.445024535190388178e+03  2.445024555020000207e+03 
       173  1.500000000000000000e+03  1.500000000000000000e+03  1.880496320102347227e+03  2.706538092097239314e+03  2.706538110008995318e+03  2.706538127896835249e+03 
       174  1.500000000000000000e+03  1.500000000000000000e+03  1.893059509456667229e+03  2.937230856142100038e+03  2.937230871048923291e+03  2.937230885935842707e+03 
       175  1.500000000000000000e+03  1.500000000000000000e+03  1.905807373714999358e+03  3.153907726314201682e+03  3.153907737626889684e+03  3.153907748924472799e+03 
       176  1.500000000000000000e+03  1.500000000000000000e+03  1.918737967538536850e+03  3.372923775887612010e+03  3.372923783370483761e+03  3.372923790843364259e+03 
       177  1.500000000000000000e+03  1.500000000000000000e+03  1.931848785368066274e+03  3.607866857624422664e+03  3.607866861513159165e+03  3.607866865396703361e+03 
       178  1.500000000000000000e+03  1.500000000000000000e+03  1.945137370353830192e+03  3.867065041154492974e+03  3.867065042038296724e+03  3.867065042920920405e+03 
       179  1.500000000000000000e+03  1.500000000000000000e+03  1.958601910531122940e+03  4.151987807169669395e+03  4.151987806109104895e+03  4.151987805049956478e+03 
       180  1.500000000000000000e+03  1.500000000000000000e+03  1.972241536312401877e+03  4.457294724490762746e+03  4.457294722487474246e+03  4.457294720486860570e+03 
       181  1.500000000000000000e+03  1.500000000000000000e+03  1.986056191003888216e+03  4.772589979231152938e+03  4.772589977345704938e+03  4.772589975462774419e+03 
